0,0
0,1
1,0
1,1
0,2
1,2
1,3
2,3
2,4
2,1
3,5
0,3
1,4
3,1
2,0
2,5
4,2
3,3
3,0
3,4
3,6
4,0
5,0
4,1
3,2
2,2
0,4
4,6
2,6
5,7
5,3
2,7
4,3
5,6
5,1
4,4
1,5
6,7
4,5
5,4
6,2
3,7
7,7
4,7
5,2
6,4
5,5
3,8
6,1
7,4
0,5
6,6
4,9
6,8
4,8
8,8
8,7
4,10
6,3
5,10
7,2
5,11
8,4
8,5
7,8
8,3
1,6
1,7
4,11
6,12
5,9
8,9
6,5
6,11
6,10
6,13
7,6
9,9
7,1
8,2
8,6
1,8
5,8
9,8
7,9
7,3
7,5
3,9
6,9
7,11
9,7
9,5
9,3
2,8
9,2
7,12
7,13
10,8
11,9
9,4
9,10
