0,1
1,2
2,3
0,3
0,4
1,5
1,6
0,7
1,8
1,9
0,10
-1,11
-1,12
-2,13
0,13
0,14
1,15
0,16
-1,17
-2,18
0,18
-1,19
-2,20
0,20
1,21
1,22
-1,21
0,23
1,24
0,25
0,26
1,27
1,28
2,29
3,30
3,31
4,32
4,33
5,34
6,35
5,36
5,37
6,38
7,39
7,40
8,41
9,42
9,43
10,44
11,45
8,44
8,45
8,46
9,47
7,47
8,48
9,49
10,50
10,51
11,52
10,53
11,54
12,55
10,55
11,56
9,56
10,57
11,58
8,57
9,58
10,59
11,60
12,61
13,62
14,63
15,64
16,65
17,66
18,67
17,68
16,69
14,65
15,70
16,71
16,72
17,73
18,74
18,75
19,76
20,77
18,77
19,78
20,79
20,80
20,81
21,82
21,83
22,84
23,85
24,86
25,87
23,87
24,88
24,89
25,90
26,91
26,92
27,93
22,88
22,89
23,90
23,91
23,92
24,93
25,94
25,95
26,96
25,97
26,98
27,99
28,100
28,101
28,102
28,103
29,104
30,105
30,106
27,104
28,105
28,106
29,107
30,108
31,109
32,110
32,111
33,112
31,112
32,113
32,114
32,115
33,116
33,117
31,116
32,118
32,119
33,120
34,121
34,122
35,123
32,121
31,122
30,123
30,124
30,125
31,126
32,127
30,127
31,128
31,129
30,130
31,131
32,132
32,133
32,134
33,135
33,136
34,137
35,138
35,139
36,140
36,141
36,142
35,143
36,144
37,145
38,146
38,147
38,148
39,149
38,150
34,144
33,145
34,146
35,147
36,148
37,151
37,152
38,153
39,154
39,155
39,156
39,157
40,158
41,159
42,160
43,161
44,162
45,163
44,164
45,165
46,166
47,167
47,168
45,167
44,168
43,169
41,161
41,162
42,170
40,163
41,171
41,172
42,173
43,174
43,175
41,174
41,175
41,176
42,177
41,178
42,179
41,180
42,181
43,182
44,183
43,184
44,185
44,186
42,185
41,186
38,158
37,159
38,160
39,164
40,187
39,188
38,189
39,190
39,191
39,192
39,193
40,194
40,195
37,190
38,194
39,196
35,149
35,150
35,151
35,152
36,191
37,195
36,196
29,131
28,132
28,133
27,134
28,135
28,136
27,137
28,138
25,99
24,100
25,101
23,101
23,102
24,103
24,104
25,105
26,138
24,106
24,107
25,139
22,103
22,104
23,108
24,140
25,141
25,142
26,143
26,144
26,145
24,143
24,144
20,84
21,105
18,79
19,85
20,106
19,107
19,108
20,109
21,110
20,111
21,112
20,113
21,114
21,115
21,116
18,109
17,110
18,111
19,114
20,117
21,118
22,119
22,120
23,145
24,146
25,147
26,148
27,149
28,150
28,151
29,152
29,153
28,154
29,155
28,156
27,157
27,158
28,159
26,159
25,160
24,161
25,162
26,163
27,164
28,165
28,166
28,167
29,168
29,169
28,170
29,171
30,172
28,172
29,173
28,174
28,175
28,176
29,177
30,178
30,179
31,180
29,180
29,181
29,182
30,183
31,184
29,184
28,185
29,186
29,187
30,188
30,189
31,190
31,191
32,192
33,193
32,194
32,195
33,196
34,197
35,198
35,199
35,200
36,201
37,202
38,203
39,204
40,205
40,206
41,207
41,208
37,204
36,205
36,206
37,207
36,208
35,209
36,210
37,211
38,212
38,213
39,214
40,215
41,216
42,217
41,218
42,219
43,220
44,221
38,215
39,216
39,217
38,218
39,219
39,220
37,219
38,221
39,222
39,223
40,224
39,225
40,226
40,227
39,228
39,229
39,230
40,231
37,222
36,223
37,224
38,231
36,225
36,226
34,210
34,211
35,227
36,228
37,232
38,233
39,234
40,235
39,236
38,237
33,212
31,196
32,213
32,214
32,215
32,216
33,217
34,228
35,229
36,233
37,238
38,239
37,240
35,234
36,241
37,242
36,243
34,235
35,244
36,245
35,246
35,247
34,248
35,249
34,250
34,251
35,252
35,253
35,254
35,255
35,256
35,257
36,258
36,259
37,260
35,260
36,261
37,262
38,263
38,264
38,265
36,263
37,266
37,267
37,268
38,269
38,270
39,271
40,272
40,273
41,274
37,271
38,272
38,273
34,261
35,264
34,265
32,218
29,190
30,197
30,198
29,199
29,200
29,201
30,202
31,219
32,220
33,266
33,267
34,268
35,269
35,270
36,272
37,274
38,275
38,276
37,277
38,278
39,279
39,280
39,281
40,282
41,283
42,284
41,285
41,286
40,287
41,288
37,279
38,282
38,283
39,288
39,289
39,290
39,291
38,292
39,293
39,294
40,295
41,296
42,297
43,298
43,299
40,297
41,298
42,300
40,299
41,301
41,302
42,303
38,295
39,300
40,303
41,304
41,305
42,306
41,307
42,308
41,309
40,310
41,311
42,312
42,313
42,314
43,315
44,316
42,316
41,317
41,318
42,319
43,320
41,320
41,321
42,322
40,322
38,301
39,323
40,324
40,325
41,326
39,326
40,327
40,328
40,329
41,330
41,331
42,332
42,333
43,334
39,330
40,332
41,334
41,335
41,336
32,268
33,269
34,271
33,272
33,273
34,274
33,275
31,269
32,276
33,277
33,278
34,279
34,280
35,281
30,270
30,271
31,277
31,278
29,272
29,273
30,279
29,280
30,281
30,282
31,283
31,284
32,285
33,286
31,286
32,287
33,288
34,289
35,290
36,291
36,292
37,302
36,303
37,304
38,331
36,305
35,306
35,307
35,308
32,289
29,283
29,284
29,285
30,287
31,290
32,291
33,292
34,309
35,310
36,311
36,312
27,186
28,286
29,288
30,291
30,292
29,293
30,294
31,295
31,296
32,297
31,298
32,299
32,300
33,310
33,311
34,312
35,313
35,314
35,315
34,316
33,317
33,318
33,319
34,320
35,321
36,322
35,323
36,324
36,325
36,326
36,327
36,328
36,329
33,321
34,324
35,330
33,325
34,331
34,332
33,333
34,334
34,335
34,336
35,337
35,338
33,337
32,338
32,339
29,295
25,164
21,121
22,146
22,147
23,162
21,148
22,163
22,164
23,165
24,166
25,167
23,167
24,168
25,169
23,169
24,170
22,170
21,171
19,118
19,119
20,172
21,173
20,174
21,175
22,176
21,177
22,178
23,179
24,180
25,181
26,187
25,188
26,189
25,190
26,191
27,287
27,288
27,289
28,296
29,297
29,298
30,299
31,340
32,341
33,342
34,343
35,344
36,345
36,346
35,347
35,348
32,343
33,344
28,299
29,300
30,341
29,342
30,343
27,300
28,343
29,344
30,345
30,346
30,347
31,348
32,349
33,350
34,351
31,350
32,351
33,352
34,353
35,354
36,355
37,356
35,356
32,353
33,354
34,357
34,358
32,355
33,359
34,360
34,361
35,362
36,363
37,364
38,365
38,366
37,367
38,368
37,369
33,362
34,363
35,364
35,365
36,370
35,371
34,372
34,373
32,363
31,364
32,365
31,366
32,367
27,344
28,345
26,345
26,346
27,347
27,348
28,349
27,350
28,351
29,352
28,353
28,354
29,355
26,351
24,191
25,352
24,353
25,354
26,355
18,120
19,175
19,176
19,177
20,178
21,179
18,178
15,73
13,66
13,67
14,74
11,62
12,68
11,69
12,70
11,71
12,72
12,73
13,75
12,76
11,77
12,78
13,79
13,80
12,81
10,78
9,79
10,80
9,81
8,82
6,48
7,83
5,49
4,50
1,30
2,32
2,33
2,34
0,31
1,35
0,36
1,37
2,38
3,51
4,52
5,53
6,84
7,85
8,86
9,87
10,88
7,87
7,88
6,89
7,90
8,91
8,92
9,93
9,94
10,95
11,96
11,97
11,98
12,99
13,100
14,101
15,102
15,103
16,111
17,179
17,180
15,112
15,113
15,114
15,115
16,181
14,116
15,182
15,183
16,184
17,185
18,186
17,187
18,188
18,189
16,188
17,190
16,191
14,184
15,192
13,185
14,193
13,194
14,195
15,196
14,197
15,198
13,198
14,199
15,200
15,201
16,202
17,203
17,204
17,205
17,206
16,207
17,208
17,209
18,210
19,211
19,212
20,213
19,214
19,215
20,216
18,216
17,217
18,218
19,219
18,220
18,221
17,222
18,223
19,224
16,223
16,224
17,225
18,226
19,227
16,226
17,227
18,228
19,229
18,230
19,231
20,232
19,233
19,234
19,235
19,236
17,231
18,237
19,238
20,239
20,240
21,241
22,242
21,243
18,239
19,241
18,242
19,243
19,244
